[700, 4011, 3346, 3783, 1185, 4199, 3434, 2252, 1836, 787, 0, 4166, 3284, 2494, 4298, 896, 4016, 1119, 461, 2915, 4826, 3983, 3191, 975, 2404, 3051, 3564, 4429, 1282, 542, 2244, 3408, 677, 3903, 2872, 4052, 4391, 1000, 1188, 3866, 3561, 2755, 4476, 1416, 2444, 1614, 1176, 1720, 2624, 1194, 1770, 4085, 2842, 3556, 2697, 3592, 4229, 4233, 3783, 4018, 2157, 3252, 3494, 3587, 484, 2799, 4204, 2906, 4243, 1711, 2671, 2906, 3791, 1025, 3927, 2185, 1276, 2835, 617, 3302, 4039, 2061, 1394, 4220, 2587, 3846, 3557, 2293, 3981, 2551, 1722, 3630, 2483, 1652],
[3680, 6531, 1305, 1242, 3220, 331, 5970, 6350, 5956, 4757, 4166, 0, 888, 1761, 1150, 5062, 1047, 3416, 4518, 1261, 924, 193, 992, 3289, 6486, 1123, 652, 972, 5447, 3670, 2008, 7392, 3956, 358, 6260, 1497, 1047, 4506, 5299, 327, 1753, 1886, 6606, 5356, 1727, 3235, 3110, 2700, 6445, 4922, 2519, 117, 1658, 708, 1470, 7134, 636, 768, 385, 786, 2286, 1049, 720, 813, 4619, 6776, 230, 5692, 1065, 2472, 5899, 1354, 477, 3187, 240, 2009, 4270, 1417, 4738, 927, 623, 5032, 4789, 1366, 6749, 870, 748, 2237, 372, 1755, 5238, 598, 1710, 5688],
[2793, 5936, 1002, 1092, 2339, 936, 5347, 5486, 5086, 3896, 3284, 888, 0, 894, 1378, 4179, 1114, 2539, 3631, 373, 1689, 715, 123, 2402, 5625, 310, 423, 1366, 4565, 2783, 1133, 6554, 3071, 631, 5507, 1468, 1381, 3676, 4428, 620, 1592, 1313, 6088, 4507, 841, 2478, 2224, 1903, 5627, 4088, 1640, 802, 927, 358, 586, 6372, 1157, 1119, 503, 1079, 1538, 378, 255, 520, 3742, 5936, 968, 5015, 1289, 1605, 5160, 648, 535, 2300, 648, 1122, 3478, 572, 3852, 216, 993, 4294, 3985, 1471, 5870, 848, 554, 1531, 724, 1009, 4437, 478, 824, 4830],
[1940, 5633, 1552, 1353, 1463, 1730, 5022, 4738, 4326, 3175, 2494, 1761, 894, 0, 1838, 3377, 1549, 1656, 2799, 543, 2580, 1601, 776, 1558, 4885, 807, 1286, 1943, 3762, 1967, 254, 5858, 2205, 1450, 4978, 1687, 1914, 3043, 3671, 1513, 2095, 1455, 5882, 3810, 327, 2070, 1369, 1467, 4982, 3432, 764, 1662, 478, 1086, 443, 5818, 2032, 1740, 1381, 1911, 1297, 763, 1046, 1095, 2970, 5240, 1861, 4618, 1774, 977, 4663, 949, 1330, 1475, 1525, 340, 2932, 350, 3026, 840, 1855, 3820, 3398, 1807, 5072, 1356, 1365, 1381, 1514, 978, 3845, 1348, 193, 4106],
[3681, 7306, 2264, 525, 3171, 820, 6712, 6550, 6133, 5007, 4298, 1150, 1378, 1838, 0, 5159, 291, 3322, 4552, 1606, 1937, 1223, 1383, 3331, 6701, 1684, 1510, 261, 5536, 3759, 2073, 7689, 3905, 952, 6792, 460, 162, 4879, 5485, 1310, 2803, 2686, 7466, 5644, 2005, 3800, 3131, 3202, 6820, 5270, 2528, 1068, 1456, 1023, 1822, 7642, 1785, 382, 1171, 1919, 2887, 1162, 1132, 866, 4780, 7072, 1378, 6360, 93, 2792, 6462, 2025, 947, 3273, 1157, 2175, 4744, 1537, 4784, 1213, 1758, 5604, 5225, 249, 6839, 535, 1676, 2897, 856, 2374, 5676, 1499, 1911, 5932],
[1483, 3797, 4214, 4638, 1996, 5091, 3291, 1422, 1001, 649, 896, 5062, 4179, 3377, 5159, 0, 4882, 1873, 627, 3810, 5714, 4878, 4086, 1830, 1582, 3946, 4459, 5301, 386, 1411, 3125, 2616, 1304, 4796, 2442, 4886, 5259, 1169, 463, 4762, 4385, 3602, 4338, 889, 3339, 2328, 2029, 2560, 1976, 1020, 2637, 4980, 3703, 4447, 3593, 3010, 5116, 5112, 4679, 4900, 3009, 4138, 4387, 4472, 484, 2035, 5099, 2754, 5108, 2604, 2357, 3795, 4683, 1902, 4823, 3076, 1599, 3722, 403, 4193, 4926, 2034, 1387, 5066, 1695, 4722, 4448, 3136, 4873, 3432, 1476, 4524, 3375, 943],
[3407, 7027, 2041, 290, 2900, 739, 6432, 6268, 5852, 4720, 4016, 1047, 1114, 1549, 291, 4882, 0, 3057, 4280, 1321, 1913, 1076, 1108, 3053, 6419, 1415, 1295, 436, 5261, 3479, 1786, 7403, 3638, 778, 6501, 452, 378, 4588, 5203, 1140, 2599, 2426, 7197, 5357, 1714, 3513, 2853, 2914, 6530, 4980, 2247, 946, 1179, 768, 1534, 7351, 1673, 363, 979, 1772, 2605, 875, 878, 595, 4498, 6786, 1275, 6074, 227, 2501, 6172, 1760, 741, 2991, 996, 1884, 4453, 1246, 4511, 937, 1616, 5315, 4934, 366, 6566, 267, 1465, 2619, 701, 2097, 5384, 1293, 1620, 5647],
[419, 5028, 2921, 2797, 215, 3375, 4429, 3294, 2872, 1906, 1119, 3416, 2539, 1656, 3322, 1873, 3057, 0, 1249, 2170, 4206, 3252, 2427, 380, 3453, 2383, 2900, 3487, 2236, 639, 1408, 4480, 584, 3103, 3978, 3023, 3435, 2032, 2260, 3157, 3308, 2484, 5442, 2532, 1737, 1939, 399, 1657, 3738, 2298, 899, 3317, 1886, 2737, 1991, 4711, 3632, 3322, 3034, 3469, 1944, 2402, 2701, 2719, 1581, 3883, 3506, 3922, 3280, 1284, 3754, 2360, 2982, 511, 3180, 1434, 2169, 2003, 1481, 2495, 3445, 3061, 2440, 3211, 3524, 2927, 2944, 2099, 3162, 2113, 2814, 2966, 1719, 2744],
[872, 4202, 3768, 4029, 1382, 4525, 3652, 2049, 1628, 885, 461, 4518, 3631, 2799, 4552, 627, 4280, 1249, 0, 3258, 5218, 4340, 3531, 1241, 2209, 3418, 3937, 4703, 988, 850, 2545, 3242, 676, 4237, 2945, 4269, 4658, 1279, 1047, 4229, 4007, 3193, 4704, 1400, 2791, 2074, 1434, 2166, 2566, 1336, 2045, 4431, 3101, 3880, 3049, 3583, 4623, 4522, 4133, 4421, 2594, 3562, 3827, 3892, 499, 2657, 4572, 3115, 4505, 2103, 2801, 3300, 4120, 1332, 4278, 2513, 1633, 3148, 232, 3628, 4433, 2308, 1625, 4452, 2287, 4130, 3943, 2734, 4308, 2961, 1861, 4003, 2814, 1540],
[2420, 5710, 1096, 1219, 1969, 1289, 5112, 5127, 4725, 3540, 2915, 1261, 373, 543, 1606, 3810, 1321, 2170, 3258, 0, 2043, 1087, 277, 2028, 5268, 286, 743, 1642, 4196, 2411, 769, 6208, 2698, 989, 5206, 1595, 1639, 3341, 4067, 987, 1676, 1202, 5898, 4158, 471, 2196, 1851, 1603, 5293, 3748, 1271, 1173, 719, 660, 228, 6065, 1489, 1407, 876, 1371, 1286, 448, 584, 752, 3377, 5589, 1336, 4754, 1525, 1253, 4867, 555, 881, 1927, 1021, 749, 3164, 291, 3480, 413, 1312, 4006, 3662, 1649, 5502, 1075, 825, 1310, 1072, 797, 4115, 807, 452, 4475],
[4422, 6599, 1561, 2143, 4000, 1179, 6089, 6909, 6539, 5327, 4826, 924, 1689, 2580, 1937, 5714, 1913, 4206, 5218, 2043, 0, 1018, 1809, 4028, 7031, 1825, 1306, 1701, 6094, 4371, 2812, 7861, 4712, 1280, 6574, 2349, 1797, 5002, 5893, 1077, 1714, 2221, 6571, 5882, 2471, 3649, 3866, 3206, 6880, 5422, 3310, 1041, 2553, 1608, 2215, 7444, 598, 1577, 1238, 830, 2756, 1937, 1594, 1734, 5247, 7260, 744, 5898, 1869, 3118, 6196, 1921, 1394, 3911, 1110, 2773, 4702, 2258, 5426, 1793, 787, 5350, 5228, 2180, 7368, 1778, 1277, 2661, 1291, 2285, 5661, 1241, 2490, 6234],
[3507, 6353, 1136, 1233, 3054, 440, 5788, 6161, 5768, 4567, 3983, 193, 715, 1601, 1223, 4878, 1076, 3252, 4340, 1087, 1018, 0, 826, 3115, 6296, 935, 459, 1077, 5264, 3490, 1845, 7199, 3786, 307, 6069, 1525, 1141, 4313, 5111, 135, 1614, 1701, 6437, 5164, 1549, 3042, 2939, 2507, 6252, 4730, 2354, 177, 1536, 591, 1291, 6942, 612, 849, 223, 699, 2093, 920, 578, 732, 4433, 6584, 274, 5505, 1133, 2284, 5708, 1161, 396, 3011, 95, 1836, 4077, 1263, 4559, 782, 541, 4841, 4596, 1419, 6564, 863, 564, 2045, 375, 1562, 5045, 407, 1539, 5497],
[2688, 5924, 1080, 1054, 2229, 1013, 5331, 5403, 5001, 3816, 3191, 992, 123, 776, 1383, 4086, 1108, 2427, 3531, 277, 1809, 826, 0, 2298, 5544, 314, 545, 1394, 4472, 2685, 1019, 6481, 2963, 712, 5460, 1433, 1400, 3610, 4343, 737, 1672, 1333, 6090, 4432, 748, 2439, 2118, 1854, 5562, 4019, 1529, 900, 808, 392, 502, 6323, 1281, 1153, 608, 1200, 1509, 296, 308, 516, 3653, 5863, 1085, 4987, 1297, 1527, 5118, 661, 605, 2200, 754, 1018, 3424, 450, 3753, 171, 1116, 4253, 3927, 1455, 5778, 848, 669, 1514, 796, 991, 4379, 600, 719, 4751],
[394, 4725, 2664, 2812, 272, 3285, 4119, 3223, 2804, 1732, 975, 3289, 2402, 1558, 3331, 1830, 3053, 380, 1241, 2028, 4028, 3115, 2298, 0, 3376, 2208, 2730, 3471, 2211, 433, 1304, 4382, 687, 2999, 3747, 3077, 3429, 1771, 2162, 3009, 3009, 2178, 5117, 2374, 1568, 1558, 201, 1294, 3581, 2082, 807, 3199, 1875, 2641, 1827, 4516, 3441, 3284, 2904, 3258, 1615, 2321, 2590, 2651, 1459, 3773, 3356, 3625, 3279, 984, 3498, 2135, 2882, 144, 3050, 1280, 1854, 1907, 1469, 2390, 3251, 2764, 2175, 3247, 3520, 2893, 2752, 1769, 3068, 1846, 2576, 2796, 1579, 2626],
[3054, 3076, 5477, 6186, 3564, 6557, 2787, 162, 581, 1730, 2404, 6486, 5625, 4885, 6701, 1582, 6419, 3453, 2209, 5268, 7031, 6296, 5544, 3376, 0, 5363, 5852, 6827, 1248, 2945, 4639, 1039, 2886, 6255, 1598, 6451, 6792, 2036, 1216, 6170, 5511, 4824, 3683, 1150, 4800, 3409, 3577, 3828, 790, 1621, 4174, 6417, 5246, 5923, 5043, 1726, 6441, 6624, 6113, 6202, 4275, 5634, 5852, 5970, 1921, 520, 6490, 2361, 6645, 4020, 1784, 5158, 6149, 3428, 6251, 4565, 2386, 5219, 1983, 5669, 6257, 2125, 1884, 6623, 645, 6241, 5813, 4372, 6340, 4767, 1545, 5915, 4856, 800],
[2602, 5627, 818, 1368, 2176, 1223, 5038, 5227, 4833, 3634, 3051, 1123, 310, 807, 1684, 3946, 1415, 2383, 3418, 286, 1825, 935, 314, 2208, 5363, 0, 522, 1676, 4332, 2567, 1008, 6278, 2889, 918, 5205, 1747, 1690, 3395, 4176, 816, 1404, 1019, 5783, 4236, 647, 2174, 2042, 1606, 5342, 3809, 1490, 1055, 999, 668, 394, 6073, 1250, 1428, 751, 1108, 1230, 601, 564, 820, 3498, 5661, 1155, 4706, 1596, 1349, 4856, 347, 834, 2096, 888, 950, 3183, 576, 3633, 484, 1066, 3989, 3694, 1766, 5630, 1152, 566, 1221, 1017, 699, 4146, 588, 678, 4566],
[3123, 5918, 753, 1359, 2694, 846, 5347, 5719, 5331, 4126, 3564, 652, 423, 1286, 1510, 4459, 1295, 2900, 3937, 743, 1306, 459, 545, 2730, 5852, 522, 0, 1424, 4843, 3087, 1509, 6746, 3410, 580, 5610, 1710, 1467, 3860, 4676, 326, 1305, 1256, 6022, 4717, 1166, 2583, 2563, 2051, 5795, 4278, 2004, 616, 1349, 569, 909, 6483, 746, 1176, 357, 656, 1634, 771, 479, 767, 4005, 6132, 641, 5054, 1418, 1856, 5250, 703, 563, 2617, 447, 1467, 3619, 986, 4151, 601, 573, 4383, 4139, 1660, 6137, 1036, 172, 1586, 687, 1105, 4587, 66, 1184, 5053],
[3832, 7298, 2173, 720, 3327, 644, 6712, 6678, 6264, 5118, 4429, 972, 1366, 1943, 261, 5301, 436, 3487, 4703, 1642, 1701, 1077, 1394, 3471, 6827, 1676, 1424, 0, 5682, 3894, 2188, 7801, 4067, 846, 6848, 719, 100, 4964, 5612, 1182, 2686, 2647, 7432, 5751, 2073, 3833, 3273, 3244, 6912, 5362, 2664, 908, 1604, 1009, 1867, 7706, 1599, 251, 1070, 1756, 2901, 1218, 1112, 891, 4908, 7182, 1192, 6380, 237, 2869, 6509, 2005, 874, 3404, 1025, 2272, 4805, 1620, 4934, 1233, 1593, 5646, 5298, 508, 6989, 588, 1580, 2897, 739, 2375, 5750, 1402, 1993, 6049],
[1857, 3742, 4587, 5014, 2368, 5477, 3280, 1086, 677, 900, 1282, 5447, 4565, 3762, 5536, 386, 5261, 2236, 988, 4196, 6094, 5264, 4472, 2211, 1248, 4332, 4843, 5682, 0, 1795, 3509, 2287, 1658, 5182, 2318, 5257, 5639, 1408, 422, 5147, 4740, 3968, 4308, 854, 3725, 2661, 2409, 2927, 1747, 1153, 3019, 5366, 4082, 4833, 3979, 2792, 5497, 5495, 5065, 5278, 3378, 4523, 4773, 4856, 850, 1731, 5484, 2753, 5487, 2988, 2295, 4177, 5069, 2286, 5208, 3462, 1843, 4107, 756, 4579, 5307, 2121, 1535, 5439, 1310, 5104, 4831, 3502, 5259, 3811, 1509, 4908, 3761, 750],
[271, 4393, 2943, 3242, 658, 3685, 3796, 2792, 2374, 1306, 542, 3670, 2783, 1967, 3759, 1411, 3479, 639, 850, 2411, 4371, 3490, 2685, 433, 2945, 2567, 3087, 3894, 1795, 0, 1714, 3950, 489, 3393, 3349, 3509, 3854, 1394, 1730, 3379, 3226, 2398, 4816, 1945, 1942, 1501, 634, 1412, 3154, 1673, 1231, 3584, 2303, 3040, 2200, 4101, 3777, 3702, 3285, 3579, 1806, 2728, 2984, 3061, 1027, 3340, 3722, 3286, 3705, 1262, 3118, 2455, 3278, 492, 3430, 1670, 1544, 2312, 1069, 2787, 3586, 2425, 1801, 3678, 3105, 3313, 3094, 1954, 3467, 2129, 2182, 3153, 1970, 2193],
[1686, 5475, 1693, 1576, 1212, 1983, 4862, 4490, 4077, 2934, 2244, 2008, 1133, 254, 2073, 3125, 1786, 1408, 2545, 769, 2812, 1845, 1019, 1304, 4639, 1008, 1509, 2188, 3509, 1714, 0, 5617, 1952, 1703, 4771, 1893, 2155, 2821, 3424, 1752, 2203, 1497, 5747, 3571, 404, 1918, 1114, 1328, 4750, 3203, 512, 1911, 654, 1340, 619, 5602, 2252, 1989, 1626, 2116, 1234, 1017, 1297, 1348, 2721, 5000, 2101, 4442, 2012, 797, 4463, 1086, 1583, 1223, 1772, 188, 2730, 604, 2773, 1092, 2071, 3630, 3183, 2028, 4819, 1603, 1574, 1341, 1767, 1020, 3628, 1574, 331, 3863],
[4075, 2829, 6301, 7181, 4582, 7490, 2758, 1200, 1617, 2683, 3408, 7392, 6554, 5858, 7689, 2616, 7403, 4480, 3242, 6208, 7861, 7199, 6481, 4382, 1039, 6278, 6746, 7801, 2287, 3950, 5617, 0, 3918, 7185, 1609, 7458, 7772, 2886, 2224, 7070, 6255, 5640, 3417, 2052, 5747, 4213, 4583, 4697, 998, 2469, 5169, 7331, 6240, 6867, 5980, 1168, 7284, 7589, 7029, 7035, 5130, 6594, 6790, 6930, 2924, 619, 7374, 2500, 7629, 4955, 1956, 6044, 7085, 4424, 7163, 5530, 3159, 6184, 3018, 6616, 7107, 2626, 2633, 7623, 1295, 7213, 6690, 5209, 7276, 5645, 2205, 6807, 5814, 1758],
[300, 4688, 3345, 3380, 746, 3933, 4108, 2726, 2304, 1433, 677, 3956, 3071, 2205, 3905, 1304, 3638, 584, 676, 2698, 4712, 3786, 2963, 687, 2886, 2889, 3410, 4067, 1658, 489, 1952, 3918, 0, 3655, 3530, 3606, 4017, 1674, 1712, 3684, 3667, 2836, 5148, 2025, 2245, 1988, 848, 1883, 3218, 1862, 1441, 3862, 2464, 3291, 2504, 4217, 4126, 3897, 3572, 3945, 2255, 2962, 3248, 3285, 1071, 3330, 4032, 3582, 3862, 1659, 3343, 2822, 3535, 815, 3717, 1950, 1912, 2555, 905, 3044, 3937, 2734, 2071, 3795, 2940, 3503, 3437, 2406, 3718, 2527, 2392, 3476, 2247, 2203],
[3386, 6484, 1328, 925, 2913, 306, 5907, 6114, 5713, 4526, 3903, 358, 631, 1450, 952, 4796, 778, 3103, 4237, 989, 1280, 307, 712, 2999, 6255, 918, 580, 846, 5182, 3393, 1703, 7185, 3655, 0, 6120, 1224, 893, 4307, 5055, 363, 1852, 1821, 6598, 5138, 1460, 3087, 2815, 2524, 6256, 4719, 2214, 241, 1308, 368, 1212, 6989, 918, 599, 224, 995, 2139, 710, 409, 455, 4365, 6567, 553, 5599, 860, 2235, 5768, 1210, 124, 2905, 220, 1724, 4101, 1101, 4460, 611, 842, 4900, 4611, 1131, 6490, 556, 735, 2113, 109, 1603, 5063, 557, 1423, 5460],
[3564, 1489, 5046, 6330, 4002, 6422, 1211, 1660, 1799, 2097, 2872, 6260, 5507, 4978, 6792, 2442, 6501, 3978, 2945, 5206, 6574, 6069, 5460, 3747, 1598, 5205, 5610, 6848, 2318, 3349, 4771, 1609, 3530, 6120, 0, 6662, 6841, 1983, 1986, 5934, 4890, 4400, 2092, 1559, 4787, 3033, 3930, 3606, 820, 1680, 4420, 6222, 5425, 5852, 4981, 874, 6034, 6612, 5932, 5774, 3983, 5636, 5759, 5957, 2470, 1286, 6198, 891, 6717, 4005, 385, 4917, 6039, 3734, 6051, 4638, 2049, 5257, 2787, 5616, 5872, 1231, 1594, 6784, 2235, 6273, 5520, 4024, 6221, 4519, 1171, 5662, 4884, 1570],
[3403, 7286, 2441, 379, 2891, 1185, 6681, 6296, 5875, 4790, 4052, 1497, 1468, 1687, 460, 4886, 452, 3023, 4269, 1595, 2349, 1525, 1433, 3077, 6451, 1747, 1710, 719, 5257, 3509, 1893, 7458, 3606, 1224, 6662, 0, 622, 4711, 5238, 1583, 3013, 2766, 7492, 5432, 1917, 3735, 2876, 3130, 6626, 5086, 2295, 1398, 1241, 1154, 1783, 7495, 2125, 774, 1415, 2219, 2869, 1156, 1260, 960, 4536, 6847, 1727, 6296, 498, 2664, 6350, 2093, 1175, 3036, 1443, 2026, 4618, 1446, 4501, 1265, 2065, 5507, 5076, 229, 6546, 679, 1882, 2904, 1151, 2392, 5520, 1716, 1801, 5701],
[3786, 7316, 2219, 650, 3278, 717, 6727, 6642, 6227, 5089, 4391, 1047, 1381, 1914, 162, 5259, 378, 3435, 4658, 1639, 1797, 1141, 1400, 3429, 6792, 1690, 1467, 100, 5639, 3854, 2155, 7772, 4017, 893, 6841, 622, 0, 4945, 5576, 1240, 2742, 2674, 7460, 5724, 2059, 3834, 3230, 3242, 6891, 5341, 2623, 977, 1557, 1022, 1861, 7697, 1679, 295, 1117, 1828, 2909, 1205, 1128, 888, 4872, 7154, 1271, 6387, 158, 2852, 6506, 2024, 909, 3366, 1083, 2246, 4796, 1598, 4889, 1235, 1665, 5645, 5284, 408, 6944, 569, 1627, 2910, 790, 2387, 5736, 1449, 1973, 6018],
[1634, 3018, 3444, 4395, 2032, 4612, 2435, 1924, 1597, 521, 1000, 4506, 3676, 3043, 4879, 1169, 4588, 2032, 1279, 3341, 5002, 4313, 3610, 1771, 2036, 3395, 3860, 4964, 1408, 1394, 2821, 2886, 1674, 4307, 1983, 4711, 4945, 0, 1038, 4183, 3484, 2789, 3476, 886, 2891, 1375, 1949, 1812, 1952, 420, 2442, 4447, 3470, 4000, 3112, 2787, 4416, 4740, 4145, 4172, 2251, 3746, 3918, 4078, 812, 2273, 4489, 1910, 4811, 2095, 1728, 3158, 4211, 1752, 4278, 2705, 436, 3347, 1252, 3752, 4234, 1061, 408, 4848, 2456, 4378, 3806, 2341, 4400, 2760, 816, 3920, 2972, 1249],
